total_flow_packets,total_fw_packets,total_bw_packets,flow_duration,flow_down_up_ratio,flow_total_SYN_flag,flow_total_RST_flag,flow_total_PSH_flag,flow_total_ACK_flag,flow_total_URG_flag,flow_total_CWE_flag,flow_total_ECE_flag,flow_total_FIN_flag,flow_total_http_get_packets,flow_total_http_2xx_packets,flow_total_http_4xx_packets,flow_total_http_5xx_packets,flow_websocket_packts_per_second,fw_websocket_packts_per_second,bw_websocket_packts_per_second,flow_websocket_bytes_per_second,fw_websocket_bytes_per_second,bw_websocket_bytes_per_second,flow_total_websocket_ping_packets,flow_total_websocket_pong_packets,flow_total_websocket_close_packets,flow_total_websocket_data_messages,flow_total_ocpp16_heartbeat_packets,flow_total_ocpp16_resetHard_packets,flow_total_ocpp16_resetSoft_packets,flow_total_ocpp16_unlockconnector_packets,flow_total_ocpp16_starttransaction_packets,flow_total_ocpp16_remotestarttransaction_packets,flow_total_ocpp16_authorize_not_accepted_packets,flow_total_ocpp16_setchargingprofile_packets,flow_avg_ocpp16_setchargingprofile_limit,flow_max_ocpp16_setchargingprofile_limit,flow_min_ocpp16_setchargingprofile_limit,flow_avg_ocpp16_setchargingprofile_minchargingrate,flow_min_ocpp16_setchargingprofile_minchargingrate,flow_max_ocpp16_setchargingprofile_minchargingrate,flow_total_ocpp16_metervalues,flow_min_ocpp16_metervalues_soc,flow_max_ocpp16_metervalues_soc,flow_avg_ocpp16_metervalues_wh_diff,flow_max_ocpp16_metervalues_wh_diff,flow_min_ocpp16_metervalues_wh_diff,label
11,6,5,5232.0,0.8333333333333334,3,0,2,9,0,0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
49,24,25,110467713.0,1.0416666666666667,0,0,25,49,0,0,0,0,0,0,0,0,2.263104695577431e-07,1.0862902538771669e-07,1.1768144417002641e-07,3.69881831445e-05,4.6348384165e-06,3.23533447279e-05,5,4,0,16,2,0,0,0,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
11,6,5,3951.0,0.8333333333333334,3,0,2,9,0,0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
1724,937,787,119827862.0,0.83991462113127,0,0,963,1724,0,0,0,0,0,0,0,0,8.0365282658e-06,3.989055567e-06,4.0474726987e-06,0.0006152325408259,0.0002632776674259,0.0003519548733999,0,0,0,963,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
101,51,50,117911462.0,0.9803921568627452,0,0,53,101,0,0,0,0,0,0,0,0,4.4948980447719323e-07,2.2050443238503818e-07,2.2898537209215505e-07,4.46860713167e-05,3.63662694641e-05,8.3198018526e-06,5,4,0,44,0,0,0,0,3,4,3,0,0.0,0,0,0.0,0,0,6,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
45,22,23,108083539.0,1.0454545454545454,0,0,23,45,0,0,0,0,0,0,0,0,2.127983614600185e-07,1.0177312939392188e-07,1.1102523206609657e-07,2.60354169194e-05,3.5343032207e-06,2.25011136987e-05,6,5,0,12,2,0,0,0,0,0,0,4,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
49,24,25,114409023.0,1.0416666666666667,0,0,25,49,0,0,0,0,0,0,0,0,2.1851423379430485e-07,1.0488683222126633e-07,1.1362740157303853e-07,3.57139663713e-05,4.4751715081e-06,3.12387948632e-05,5,4,0,16,2,0,0,0,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
4,2,2,2308.0,1.0,3,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,normal
105,57,48,53033654.0,0.8421052631578947,0,0,57,105,0,0,0,0,0,0,0,0,1.0747892272e-06,9.80509470458136e-07,9.427975677482076e-08,0.0001754357714065,0.0001357628497557,3.96729216508e-05,2,28,0,27,1,0,0,0,0,0,0,10,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
1736,780,956,119774493.0,1.2256410256410255,0,0,955,1736,0,0,0,0,0,0,0,0,7.9733169899e-06,3.9908330064e-06,3.9824839834e-06,0.0006100464144732,0.0003472024715646,0.0002628439429086,0,0,0,955,477,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
45,22,23,119934890.0,1.0454545454545454,0,0,23,45,0,0,0,0,0,0,0,0,1.9177071826221722e-07,9.171643047323429e-08,1.0005428778898285e-07,2.34293790572e-05,3.1683857799e-06,2.02609932772e-05,6,5,0,12,2,0,0,0,0,0,0,4,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
98,51,47,114069227.0,0.9215686274509804,0,0,53,98,0,0,0,0,0,0,0,0,4.646301320162362e-07,2.279317628758894e-07,2.366983691403467e-07,4.58756505819e-05,3.74334087492e-05,8.4422418326e-06,5,4,0,44,0,0,0,0,3,4,3,0,0.0,0,0,0.0,0,0,6,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
123,62,61,109956523.0,0.9838709677419356,0,0,65,123,0,0,0,0,0,0,0,0,5.911427373890315e-07,2.910241168684463e-07,3.001186205205852e-07,6.11332535496e-05,5.08564644227e-05,1.02767891269e-05,5,4,0,56,0,0,0,0,4,4,4,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
47,23,24,119850056.0,1.0434782608695652,0,0,24,47,0,0,0,0,0,0,0,0,2.0025021932405282e-07,1.0012510966202637e-07,1.0012510966202637e-07,2.98706577158e-05,4.2886921971e-06,2.55819655186e-05,4,4,0,16,2,0,0,0,0,0,0,5,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
11,6,5,5493.0,0.8333333333333334,3,0,2,9,0,0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
41,20,21,102892195.0,1.05,0,0,21,41,0,0,0,0,0,0,0,0,2.040971134885401e-07,9.718910166120958e-08,1.0690801182733053e-07,2.71935106448e-05,3.6154345817e-06,2.3578076063e-05,5,4,0,12,2,0,0,0,0,0,0,4,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
4,3,1,43783592.0,0.3333333333333333,0,0,4,4,0,0,0,0,0,0,0,0,9.135842486381657e-08,6.851881864786242e-08,2.2839606215954145e-08,5.24397358718e-05,3.93298019038e-05,1.31099339679e-05,0,0,0,4,0,0,0,0,0,0,0,4,50.0,90,10,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
11,6,5,16473.0,0.8333333333333334,3,0,2,9,0,0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
49,24,25,118809260.0,1.0416666666666667,0,0,25,49,0,0,0,0,0,0,0,0,2.1042130891144346e-07,1.0100222827749285e-07,1.094190806339506e-07,3.92056982763e-05,3.00481629125e-05,9.1575353638e-06,4,4,0,17,2,0,0,0,0,0,0,7,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
11,6,5,13449.0,0.8333333333333334,3,0,2,9,0,0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
10,5,5,17584594.0,1.0,3,1,2,7,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,normal
1699,936,763,119563388.0,0.8151709401709402,0,0,962,1699,0,0,0,0,0,0,0,0,8.0459412876e-06,3.9895155864e-06,4.0564257011e-06,0.0006160414256578,0.0002633080287085,0.0003527333969492,0,0,0,962,478,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
1720,955,765,119834691.0,0.8010471204188482,0,0,958,1720,0,0,0,0,0,0,0,0,7.9943461447e-06,3.9888282434e-06,4.0055179013e-06,0.0006115674800713,0.0002632626640644,0.0003483048160069,0,0,0,958,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
49,24,25,112598634.0,1.0416666666666667,0,0,25,49,0,0,0,0,0,0,0,0,2.220275602988221e-07,1.065732289434346e-07,1.1545433135538749e-07,3.62881844552e-05,4.5471244349e-06,3.17410600203e-05,5,4,0,16,2,0,0,0,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
40,20,20,95024997.0,1.0,0,0,21,40,0,0,0,0,0,0,0,0,2.2099448211505865e-07,1.0523546767383745e-07,1.157590144412212e-07,2.94448838551e-05,3.9147593974e-06,2.55301244576e-05,5,4,0,12,2,0,0,0,0,0,0,4,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
41,20,21,96957513.0,1.05,0,0,21,41,0,0,0,0,0,0,0,0,2.165897138883916e-07,1.0313795899447217e-07,1.1345175489391937e-07,2.88992561102e-05,3.8573596663e-06,2.50418964438e-05,5,4,0,12,2,0,0,0,0,0,0,4,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
1656,952,704,119884419.0,0.7394957983193278,0,0,958,1656,0,0,0,0,0,0,0,0,7.9910300937e-06,3.9871736793e-06,4.0038564144e-06,0.0006113138021714,0.0002631534628365,0.0003481603393348,0,0,0,958,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
11,6,5,12354.0,0.8333333333333334,3,0,2,9,0,0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
11,6,5,10288.0,0.8333333333333334,3,0,2,9,0,0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
1741,952,789,119539661.0,0.8287815126050421,0,0,955,1741,0,0,0,0,0,0,0,0,7.9889803267e-06,3.9903074511e-06,3.9986728756e-06,0.0006110691580428,0.0002633602917779,0.0003477088662648,0,0,0,955,478,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
40,20,20,95994721.0,1.0,0,0,21,40,0,0,0,0,0,0,0,0,2.1876202963285866e-07,1.0417239506326605e-07,1.1458963456959264e-07,2.91474361387e-05,3.8752130963e-06,2.52722230423e-05,5,4,0,12,2,0,0,0,0,0,0,4,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
1727,952,775,119943515.0,0.8140756302521008,0,0,953,1727,0,0,0,0,0,0,0,0,7.9454066357e-06,3.9852092045e-06,3.9601974312e-06,0.0006073859016054,0.000263023807498,0.0003443620941073,0,0,0,953,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
11,6,5,13341.0,0.8333333333333334,3,0,2,9,0,0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
47,24,23,116243403.0,0.9583333333333334,0,0,25,47,0,0,0,0,0,0,0,0,2.150659680876686e-07,1.0323166468208092e-07,1.1183430340558769e-07,4.0071091174e-05,3.07114202429e-05,9.3596709311e-06,4,4,0,17,2,0,0,0,0,0,0,7,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
23,8,15,58012450.0,1.875,0,0,16,23,0,0,0,0,0,0,0,0,2.7580286645366644e-07,6.89507166134166e-08,2.068521498402499e-07,8.23271556364e-05,1.9995707817e-06,8.03275848546e-05,3,2,0,11,1,0,0,0,0,0,0,8,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
11,6,5,43473.0,0.8333333333333334,3,0,2,9,0,0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
2,1,1,0.0,1.0,0,0,2,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,0,0,0,0,0,0,0,2,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
53,26,27,117079198.0,1.0384615384615383,0,0,27,53,0,0,0,0,0,0,0,0,2.306131273635817e-07,1.1103595021209489e-07,1.195771771514868e-07,3.50361129053e-05,4.4585204623e-06,3.0577592443e-05,6,5,0,16,2,0,0,0,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
9,4,5,81669113.0,1.25,0,0,5,9,0,0,0,0,0,0,0,0,6.122265586501474e-08,4.8978124692011786e-08,1.2244531173002945e-08,3.51418044665e-05,2.81134435732e-05,7.0283608933e-06,0,0,0,5,0,0,0,0,0,0,0,5,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
33,12,21,85059404.0,1.75,3,1,20,30,0,0,0,2,1,0,0,0,2.1161681311569043e-07,5.878244808769175e-08,1.5283436502799857e-07,7.51004556768e-05,6.7482250404e-06,6.83522306363e-05,1,0,0,17,0,0,0,0,0,0,0,8,80.0,90,10,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
110,55,55,119947530.0,1.0,0,0,56,110,0,0,0,0,0,0,0,0,4.668708059265581e-07,2.3343540296327906e-07,2.3343540296327906e-07,4.64286342536e-05,8.2952937838e-06,3.81333404697e-05,4,4,0,48,0,0,0,0,3,4,3,0,0.0,0,0,0.0,0,0,7,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
3,1,2,419.0,2.0,3,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,normal
49,24,25,112473130.0,1.0416666666666667,0,0,25,49,0,0,0,0,0,0,0,0,2.2227531144549813e-07,1.066921494938391e-07,1.1558316195165905e-07,3.63642409524e-05,4.5699804033e-06,3.17942605491e-05,5,4,0,16,2,0,0,0,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
107,51,56,101352148.0,1.0980392156862746,0,0,56,107,0,0,0,0,0,0,0,0,5.525289903081285e-07,2.663979060414191e-07,2.861310842667094e-07,5.80056773932e-05,1.034018539e-05,4.76654920031e-05,4,4,0,48,0,0,0,0,4,5,4,0,0.0,0,0,0.0,0,0,7,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
49,24,25,119684759.0,1.0416666666666667,0,0,25,49,0,0,0,0,0,0,0,0,2.088820682673556e-07,1.0026339276833069e-07,1.0861867549902493e-07,3.41731063685e-05,4.2946153235e-06,2.98784910449e-05,5,4,0,16,2,0,0,0,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
125,61,64,118930239.0,1.0491803278688523,0,0,67,125,0,0,0,0,0,0,0,0,5.633554642062058e-07,2.774735868478328e-07,2.858818773583731e-07,5.79499381986e-05,9.7031672491e-06,4.82467709494e-05,5,5,0,57,0,0,0,0,4,5,4,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
52,25,27,112541604.0,1.08,0,0,27,52,0,0,0,0,0,0,0,0,2.399112776107225e-07,1.155128373681257e-07,1.2439844024259686e-07,3.64842854025e-05,4.6560559062e-06,3.18282294963e-05,6,5,0,16,2,0,0,0,0,0,0,6,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
48,24,24,111931708.0,1.0,0,0,25,48,0,0,0,0,0,0,0,0,2.233504736656033e-07,1.072082273594896e-07,1.1614224630611372e-07,3.65401374916e-05,4.5920857385e-06,3.19480517531e-05,5,4,0,16,2,0,0,0,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
11,6,5,5407.0,0.8333333333333334,3,0,2,9,0,0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
11,6,5,5578.0,0.8333333333333334,3,0,2,9,0,0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
4,2,2,17614.0,1.0,0,1,1,3,0,0,0,3,0,0,0,0,5.67730214602e-05,0.0,5.67730214602e-05,0.0686953559668445,0.0,0.0686953559668445,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,normal
122,59,63,102374521.0,1.0677966101694916,0,0,63,122,0,0,0,0,0,0,0,0,6.153874947068128e-07,3.028097196176381e-07,3.125777750891748e-07,6.43519494464e-05,5.41736356451e-05,1.01783138013e-05,5,4,0,54,0,0,0,0,4,3,4,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
1688,951,737,119781884.0,0.7749737118822292,0,0,960,1688,0,0,0,0,0,0,0,0,8.0145675451e-06,3.9905867568e-06,4.0239807882e-06,0.0006132897358669,0.0002633787259515,0.0003499110099153,0,0,0,960,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
90,40,50,114713418.0,1.25,0,0,50,90,0,0,0,0,0,0,0,0,4.358688013288908e-07,2.1793440066444538e-07,2.1793440066444538e-07,4.43191397191e-05,3.7066282865e-05,7.2528568541e-06,5,4,0,41,0,0,0,0,3,3,3,0,0.0,0,0,0.0,0,0,6,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
13,7,6,60263612.0,0.8571428571428571,0,0,9,13,0,0,0,0,0,0,0,0,8.29688071136526e-08,3.3187522845461045e-08,4.9781284268191574e-08,3.650627513000714e-07,1.991251370727663e-07,1.6593761422730522e-07,3,2,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,normal
11,6,5,6064.0,0.8333333333333334,3,0,2,9,0,0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
11,6,5,35419.0,0.8333333333333334,3,0,2,9,0,0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
53,26,27,106767586.0,1.0384615384615383,0,0,27,53,0,0,0,0,0,0,0,0,2.528857400597219e-07,1.2175980076949573e-07,1.3112593929022617e-07,3.84573647661e-05,4.9078565848e-06,3.35495081812e-05,6,5,0,16,2,0,0,0,0,0,0,6,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
1681,945,736,119807181.0,0.7788359788359789,0,0,962,1681,0,0,0,0,0,0,0,0,8.0295687785e-06,3.9897441539e-06,4.0398246245e-06,0.0006146125748505,0.0002633231141629,0.0003512894606876,0,0,0,962,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
1671,953,718,119823173.0,0.7534102833158447,0,0,961,1671,0,0,0,0,0,0,0,0,8.0201514944e-06,3.9892116694e-06,4.0309398249e-06,0.0006131284805819,0.0002632879701825,0.0003498405103994,1,0,0,960,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
1719,947,772,119774434.0,0.8152059134107709,0,0,961,1719,0,0,0,0,0,0,0,0,8.0234150803e-06,3.9908349723e-06,4.032580108e-06,0.0006140542480042,0.0002633951081747,0.0003506591398294,0,0,0,961,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
5,2,3,25384782.0,1.5,0,0,2,5,0,0,0,1,0,0,0,0,7.878736165628682e-08,3.939368082814341e-08,3.939368082814341e-08,8.8241845055e-06,4.4120922527e-06,4.4120922527e-06,0,0,0,2,0,0,0,0,0,2,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,normal
127,63,64,113327290.0,1.0158730158730158,0,0,65,127,0,0,0,0,0,0,0,0,5.735599960080224e-07,2.823679980347188e-07,2.911919979733037e-07,5.97384795842e-05,4.9555583655e-05,1.01828959291e-05,5,4,0,56,0,0,0,0,4,4,4,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
11,6,5,21360.0,0.8333333333333334,3,0,2,9,0,0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
103,51,52,114148987.0,1.0196078431372548,0,0,55,103,0,0,0,0,0,0,0,0,4.818264396862322e-07,2.3653297948233213e-07,2.4529346020390005e-07,4.62991406134e-05,3.76525461412e-05,8.6465944721e-06,6,5,0,44,0,0,0,0,3,4,3,0,0.0,0,0,0.0,0,0,6,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
6,3,3,56421.0,1.0,0,2,2,4,0,0,0,3,0,0,0,0,3.5447794261e-05,0.0,3.5447794261e-05,0.0102089647471686,0.0,0.0102089647471686,0,1,0,1,0,0,0,0,0,0,0,1,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
29,10,19,11352233.0,1.9,3,1,9,26,0,0,0,0,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,normal
11,6,5,17333.0,0.8333333333333334,3,0,2,9,0,0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
1742,790,952,119611107.0,1.2050632911392405,0,0,956,1742,0,0,0,0,0,0,0,0,7.9925687837e-06,3.9962843918e-06,3.9962843918e-06,0.0006116070809377,0.0003476767420938,0.0002639303388438,0,0,0,956,477,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
1642,952,690,119589120.0,0.7247899159663865,0,0,956,1642,0,0,0,0,0,0,0,0,7.9940382536e-06,3.9886571621e-06,4.0053810915e-06,0.000611543926404,0.0002632513727001,0.0003482925537038,0,0,0,956,478,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
41,20,21,94838990.0,1.05,0,0,21,41,0,0,0,0,0,0,0,0,2.2142791693585097e-07,1.0544186520754808e-07,1.1598605172830289e-07,2.9502633885e-05,3.9224373857e-06,2.55801964993e-05,5,4,0,12,2,0,0,0,0,0,0,4,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
2,1,1,0.0,1.0,0,2,0,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,normal
1724,938,786,119849137.0,0.837953091684435,0,0,960,1724,0,0,0,0,0,0,0,0,8.0100701934e-06,3.9883474505e-06,4.0217227429e-06,0.0006129455900879,0.0002632309317337,0.0003497146583541,0,0,0,960,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
49,24,25,108643774.0,1.0416666666666667,0,0,25,49,0,0,0,0,0,0,0,0,2.3010982663396802e-07,1.1045271678430464e-07,1.1965710984966338e-07,3.7609150065e-05,4.7126492494e-06,3.28965008155e-05,5,4,0,16,2,0,0,0,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
17,8,9,60190585.0,1.125,0,0,9,17,0,0,0,0,0,0,0,0,8.306947008406713e-08,3.3227788033626854e-08,4.984168205044029e-08,3.655056683698954e-07,1.9936672820176122e-07,1.6613894016813426e-07,3,2,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,normal
1671,957,714,119754572.0,0.7460815047021944,0,0,958,1671,0,0,0,0,0,0,0,0,7.9996945753e-06,3.9914968757e-06,4.0081976995e-06,0.0006113002516513,0.0002634387938023,0.0003478614578489,1,0,0,957,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
11,6,5,8551.0,0.8333333333333334,3,0,2,9,0,0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
